"id" "make" "model" "year" "class" "trans" "drive" "cyl" "displ" "fuel" "hwy" "cty"
33920 "Chevrolet" "Sonic" 2014 "Compact Cars" "Manual" "Front-Wheel Drive" 4 1.8 "Regular" 35 26
34054 "Chevrolet" "Sonic" 2014 "Compact Cars" "Manual" "Front-Wheel Drive" 4 1.4 "Regular" 40 29
34055 "Chevrolet" "Sonic" 2014 "Compact Cars" "Automatic" "Front-Wheel Drive" 4 1.4 "Regular" 37 27
33845 "Chevrolet" "Sonic 5" 2014 "Midsize Cars" "Automatic" "Front-Wheel Drive" 4 1.8 "Regular" 35 25
33936 "Chevrolet" "Sonic 5" 2014 "Midsize Cars" "Manual" "Front-Wheel Drive" 4 1.8 "Regular" 35 26
34080 "Chevrolet" "Sonic 5" 2014 "Midsize Cars" "Manual" "Front-Wheel Drive" 4 1.4 "Regular" 40 29
34081 "Chevrolet" "Sonic 5" 2014 "Midsize Cars" "Automatic" "Front-Wheel Drive" 4 1.4 "Regular" 37 27
34082 "Chevrolet" "Sonic 5 RS" 2014 "Midsize Cars" "Manual" "Front-Wheel Drive" 4 1.4 "Regular" 34 27
34083 "Chevrolet" "Sonic 5 RS" 2014 "Midsize Cars" "Automatic" "Front-Wheel Drive" 4 1.4 "Regular" 33 25
34056 "Chevrolet" "Sonic RS" 2014 "Compact Cars" "Manual" "Front-Wheel Drive" 4 1.4 "Regular" 34 27
34057 "Chevrolet" "Sonic RS" 2014 "Compact Cars" "Automatic" "Front-Wheel Drive" 4 1.4 "Regular" 33 25
33786 "Chevrolet" "Spark" 2014 "Subcompact Cars" "Automatic" "Front-Wheel Drive" 4 1.2 "Regular" 39 30
33787 "Chevrolet" "Spark" 2014 "Subcompact Cars" "Manual" "Front-Wheel Drive" 4 1.2 "Regular" 39 31
33640 "Chevrolet" "Spark EV" 2014 "Subcompact Cars" "Automatic" "Front-Wheel Drive" NA NA "Electricity" 109 128
33900 "Chevrolet" "Volt" 2014 "Compact Cars" "Automatic" "Front-Wheel Drive" 4 1.4 "Premium Gas or Electricity" 40 35
34180 "Chrysler" "200" 2014 "Midsize Cars" "Automatic" "Front-Wheel Drive" 4 2.4 "Regular" 30 21
34181 "Chrysler" "200" 2014 "Midsize Cars" "Automatic" "Front-Wheel Drive" 4 2.4 "Regular" 31 20
34182 "Chrysler" "200" 2014 "Midsize Cars" "Automatic" "Front-Wheel Drive" 6 3.6 "Gasoline or E85" 29 19
34160 "Chrysler" "200 Convertible" 2014 "Compact Cars" "Automatic" "Front-Wheel Drive" 4 2.4 "Regular" 29 18
34161 "Chrysler" "200 Convertible" 2014 "Compact Cars" "Automatic" "Front-Wheel Drive" 6 3.6 "Gasoline or E85" 29 19
34206 "Chrysler" "300" 2014 "Large Cars" "Automatic" "Rear-Wheel Drive" 8 5.7 "Midgrade" 25 15
34294 "Chrysler" "300" 2014 "Large Cars" "Automatic" "Rear-Wheel Drive" 6 3.6 "Regular" 31 19
34295 "Chrysler" "300" 2014 "Large Cars" "Automatic" "Rear-Wheel Drive" 6 3.6 "Gasoline or E85" 31 19
34207 "Chrysler" "300 AWD" 2014 "Large Cars" "Automatic" "All-Wheel Drive" 6 3.6 "Regular" 27 18
34208 "Chrysler" "300 AWD" 2014 "Large Cars" "Automatic" "All-Wheel Drive" 6 3.6 "Gasoline or E85" 27 18
34209 "Chrysler" "300 AWD" 2014 "Large Cars" "Automatic" "All-Wheel Drive" 8 5.7 "Midgrade" 23 15
34296 "Chrysler" "300 SRT8" 2014 "Large Cars" "Automatic" "Rear-Wheel Drive" 8 6.4 "Premium" 23 14
34183 "Dodge" "Avenger" 2014 "Midsize Cars" "Automatic" "Front-Wheel Drive" 4 2.4 "Regular" 30 21
34184 "Dodge" "Avenger" 2014 "Midsize Cars" "Automatic" "Front-Wheel Drive" 4 2.4 "Regular" 31 20
34185 "Dodge" "Avenger" 2014 "Midsize Cars" "Automatic" "Front-Wheel Drive" 6 3.6 "Gasoline or E85" 29 19
34186 "Dodge" "Challenger" 2014 "Midsize Cars" "Automatic" "Rear-Wheel Drive" 6 3.6 "Midgrade" 27 18
34187 "Dodge" "Challenger" 2014 "Midsize Cars" "Automatic" "Rear-Wheel Drive" 8 5.7 "Midgrade" 25 15
34284 "Dodge" "Challenger" 2014 "Midsize Cars" "Manual" "Rear-Wheel Drive" 8 5.7 "Premium" 23 15
34285 "Dodge" "Challenger SRT8" 2014 "Midsize Cars" "Automatic" "Rear-Wheel Drive" 8 6.4 "Premium" 23 14
34286 "Dodge" "Challenger SRT8" 2014 "Midsize Cars" "Manual" "Rear-Wheel Drive" 8 6.4 "Premium" 23 14
34210 "Dodge" "Charger" 2014 "Large Cars" "Automatic" "Rear-Wheel Drive" 6 3.6 "Regular" 27 18
34211 "Dodge" "Charger" 2014 "Large Cars" "Automatic" "Rear-Wheel Drive" 6 3.6 "Gasoline or E85" 27 18
34212 "Dodge" "Charger" 2014 "Large Cars" "Automatic" "Rear-Wheel Drive" 8 5.7 "Midgrade" 25 15
34297 "Dodge" "Charger" 2014 "Large Cars" "Automatic" "Rear-Wheel Drive" 6 3.6 "Regular" 31 19
34298 "Dodge" "Charger" 2014 "Large Cars" "Automatic" "Rear-Wheel Drive" 6 3.6 "Gasoline or E85" 31 19
34213 "Dodge" "Charger AWD" 2014 "Large Cars" "Automatic" "All-Wheel Drive" 6 3.6 "Regular" 27 18
34214 "Dodge" "Charger AWD" 2014 "Large Cars" "Automatic" "All-Wheel Drive" 6 3.6 "Gasoline or E85" 27 18
34215 "Dodge" "Charger AWD" 2014 "Large Cars" "Automatic" "All-Wheel Drive" 8 5.7 "Midgrade" 23 15
34299 "Dodge" "Charger SRT8" 2014 "Large Cars" "Automatic" "Rear-Wheel Drive" 8 6.4 "Premium" 23 14
34470 "Dodge" "Dart" 2014 "Midsize Cars" "Automatic" "Front-Wheel Drive" 4 2.4 "Regular" 35 23
34473 "Dodge" "Dart" 2014 "Midsize Cars" "Automatic" "Front-Wheel Drive" 4 2 "Gasoline or E85" 34 24
34474 "Dodge" "Dart" 2014 "Midsize Cars" "Manual" "Front-Wheel Drive" 4 2 "Regular" 36 25
34559 "Dodge" "Dart" 2014 "Midsize Cars" "Manual" "Front-Wheel Drive" 4 2.4 "Regular" 35 22
34787 "Dodge" "Dart" 2014 "Midsize Cars" "Automatic" "Front-Wheel Drive" 4 1.4 "Premium" 37 27
34471 "Dodge" "Dart Aero" 2014 "Midsize Cars" "Automatic" "Front-Wheel Drive" 4 1.4 "Premium" 40 28
34472 "Dodge" "Dart Aero" 2014 "Midsize Cars" "Manual" "Front-Wheel Drive" 4 1.4 "Premium" 41 28
34475 "Dodge" "Dart GT" 2014 "Midsize Cars" "Automatic" "Front-Wheel Drive" 4 2.4 "Regular" 31 22
34476 "Dodge" "Dart GT" 2014 "Midsize Cars" "Manual" "Front-Wheel Drive" 4 2.4 "Regular" 33 23
33765 "Ferrari" "458 Italia" 2014 "Two Seaters" "Automatic" "Rear-Wheel Drive" 8 4.5 "Premium" 17 13
33766 "Ferrari" "458 Italia" 2014 "Two Seaters" "Automatic" "Rear-Wheel Drive" 8 4.5 "Premium" 17 13
33767 "Ferrari" "458 Spider" 2014 "Two Seaters" "Automatic" "Rear-Wheel Drive" 8 4.5 "Premium" 17 13
33768 "Ferrari" "458 Spider" 2014 "Two Seaters" "Automatic" "Rear-Wheel Drive" 8 4.5 "Premium" 17 13
33776 "Ferrari" "California" 2014 "Minicompact Cars" "Automatic" "Rear-Wheel Drive" 8 4.3 "Premium" 19 13
33777 "Ferrari" "California" 2014 "Minicompact Cars" "Automatic" "Rear-Wheel Drive" 8 4.3 "Premium" 19 14
33769 "Ferrari" "F12" 2014 "Two Seaters" "Automatic" "Rear-Wheel Drive" 12 6.3 "Premium" 16 11
33770 "Ferrari" "F12" 2014 "Two Seaters" "Automatic" "Rear-Wheel Drive" 12 6.3 "Premium" 16 12
33846 "Ferrari" "FF" 2014 "Midsize Cars" "Automatic" "Part-time 4-Wheel Drive" 12 6.3 "Premium" 16 11
33847 "Ferrari" "FF" 2014 "Midsize Cars" "Automatic" "Part-time 4-Wheel Drive" 12 6.3 "Premium" 17 11
34332 "Fiat" "500" 2014 "Minicompact Cars" "Manual" "Front-Wheel Drive" 4 1.4 "Premium" 34 28
34549 "Fiat" "500" 2014 "Minicompact Cars" "Automatic" "Front-Wheel Drive" 4 1.4 "Premium" 34 27
34550 "Fiat" "500" 2014 "Minicompact Cars" "Manual" "Front-Wheel Drive" 4 1.4 "Premium" 40 31
34333 "Fiat" "500 Abarth" 2014 "Minicompact Cars" "Manual" "Front-Wheel Drive" 4 1.4 "Premium" 34 28
33952 "Fiat" "500 L" 2014 "Station Wagons" "Automatic" "Front-Wheel Drive" 4 1.4 "Premium" 33 24
33953 "Fiat" "500 L" 2014 "Station Wagons" "Manual" "Front-Wheel Drive" 4 1.4 "Premium" 33 25
34392 "Fiat" "500e" 2014 "Minicompact Cars" "Automatic" "Front-Wheel Drive" NA NA "Electricity" 108 122
34662 "Ford" "C-MAX Energi Plug-in Hybrid" 2014 "Midsize Cars" "Automatic" "Front-Wheel Drive" 4 2 "Regular Gas and Electricity" 41 44
34696 "Ford" "C-MAX Hybrid FWD" 2014 "Large Cars" "Automatic" "Front-Wheel Drive" 4 2 "Regular" 40 45
33605 "Ford" "Fiesta FWD" 2014 "Subcompact Cars" "Manual" "Front-Wheel Drive" 4 1.6 "Regular" 38 27
33606 "Ford" "Fiesta FWD" 2014 "Subcompact Cars" "Automatic" "Front-Wheel Drive" 4 1.6 "Regular" 39 29
33912 "Ford" "Fiesta SFE FWD" 2014 "Subcompact Cars" "Automatic" "Front-Wheel Drive" 4 1.6 "Regular" 41 30
34468 "Ford" "Fiesta SFE FWD" 2014 "Subcompact Cars" "Manual" "Front-Wheel Drive" 3 1 "Regular" 45 32
33813 "Ford" "Fiesta ST FWD" 2014 "Compact Cars" "Manual" "Front-Wheel Drive" 4 1.6 "Regular" 35 26
34130 "Ford" "Focus Electric" 2014 "Compact Cars" "Automatic" "Front-Wheel Drive" NA NA "Electricity" 99 110
33998 "Ford" "Focus FWD" 2014 "Compact Cars" "Automatic" "Front-Wheel Drive" 4 2 "Regular" 37 27
33999 "Ford" "Focus FWD" 2014 "Compact Cars" "Automatic" "Front-Wheel Drive" 4 2 "Regular" 37 27
34000 "Ford" "Focus FWD" 2014 "Compact Cars" "Manual" "Front-Wheel Drive" 4 2 "Regular" 36 26
34001 "Ford" "Focus FWD" 2014 "Compact Cars" "Manual" "Front-Wheel Drive" 4 2 "Regular" 32 23
34002 "Ford" "Focus FWD FFV" 2014 "Compact Cars" "Automatic" "Front-Wheel Drive" 4 2 "Gasoline or E85" 37 26
34003 "Ford" "Focus FWD FFV" 2014 "Compact Cars" "Automatic" "Front-Wheel Drive" 4 2 "Gasoline or E85" 37 26
34004 "Ford" "Focus FWD FFV" 2014 "Compact Cars" "Manual" "Front-Wheel Drive" 4 2 "Gasoline or E85" 36 26
34058 "Ford" "Focus SFE FWD FFV" 2014 "Compact Cars" "Automatic" "Front-Wheel Drive" 4 2 "Gasoline or E85" 40 28
34086 "Ford" "Fusion AWD" 2014 "Midsize Cars" "Automatic" "All-Wheel Drive" 4 2 "Regular" 31 22
34089 "Ford" "Fusion Energi Plug-in Hybrid" 2014 "Midsize Cars" "Automatic" "Front-Wheel Drive" 4 2 "Regular Gas and Electricity" 41 44
34084 "Ford" "Fusion FWD" 2014 "Midsize Cars" "Automatic" "Front-Wheel Drive" 4 1.5 "Regular" 36 23
34085 "Ford" "Fusion FWD" 2014 "Midsize Cars" "Manual" "Front-Wheel Drive" 4 1.6 "Regular" 37 25
34087 "Ford" "Fusion FWD" 2014 "Midsize Cars" "Automatic" "Front-Wheel Drive" 4 2 "Regular" 33 22
34088 "Ford" "Fusion FWD" 2014 "Midsize Cars" "Automatic" "Front-Wheel Drive" 4 2.5 "Regular" 34 22
34661 "Ford" "Fusion FWD" 2014 "Midsize Cars" "Automatic" "Front-Wheel Drive" 4 1.5 "Regular" 37 25
34312 "Ford" "Fusion Hybrid FWD" 2014 "Midsize Cars" "Automatic" "Front-Wheel Drive" 4 2 "Regular" 47 47
33406 "Ford" "Mustang" 2014 "Subcompact Cars" "Manual" "Rear-Wheel Drive" 6 3.7 "Regular" 29 19
33407 "Ford" "Mustang" 2014 "Subcompact Cars" "Automatic" "Rear-Wheel Drive" 6 3.7 "Regular" 31 19
33408 "Ford" "Mustang" 2014 "Subcompact Cars" "Manual" "Rear-Wheel Drive" 8 5.8 "Premium" 24 15
33409 "Ford" "Mustang" 2014 "Subcompact Cars" "Automatic" "Rear-Wheel Drive" 8 5 "Regular" 25 18
33431 "Ford" "Mustang" 2014 "Subcompact Cars" "Manual" "Rear-Wheel Drive" 8 5 "Regular" 26 15
33430 "Ford" "Mustang Convertible" 2014 "Subcompact Cars" "Automatic" "Rear-Wheel Drive" 6 3.7 "Regular" 30 19
34616 "Ford" "Special Service Police FWD" 2014 "Large Cars" "Automatic" "Front-Wheel Drive" 4 2 "Regular" 30 20
33677 "Ford" "Taurus AWD" 2014 "Large Cars" "Automatic" "All-Wheel Drive" 6 3.5 "Regular" 25 17
33681 "Ford" "Taurus AWD" 2014 "Large Cars" "Automatic" "All-Wheel Drive" 6 3.5 "Regular" 26 18
33680 "Ford" "Taurus AWD FFV" 2014 "Large Cars" "Automatic" "All-Wheel Drive" 6 3.5 "Gasoline or E85" 26 18
33678 "Ford" "Taurus FWD" 2014 "Large Cars" "Automatic" "Front-Wheel Drive" 4 2 "Regular" 32 22
33682 "Ford" "Taurus FWD" 2014 "Large Cars" "Automatic" "Front-Wheel Drive" 6 3.5 "Regular" 29 19
33679 "Ford" "Taurus FWD FFV" 2014 "Large Cars" "Automatic" "Front-Wheel Drive" 6 3.5 "Gasoline or E85" 29 19
34313 "Honda" "Accord" 2014 "Midsize Cars" "Automatic" "Front-Wheel Drive" 4 2.4 "Regular" 34 26
34314 "Honda" "Accord" 2014 "Midsize Cars" "Automatic" "Front-Wheel Drive" 6 3.5 "Regular" 32 21
34315 "Honda" "Accord" 2014 "Midsize Cars" "Manual" "Front-Wheel Drive" 6 3.5 "Regular" 28 18
34344 "Honda" "Accord" 2014 "Midsize Cars" "Manual" "Front-Wheel Drive" 4 2.4 "Regular" 34 24
34345 "Honda" "Accord" 2014 "Midsize Cars" "Automatic" "Front-Wheel Drive" 4 2.4 "Regular" 36 27
34346 "Honda" "Accord" 2014 "Midsize Cars" "Automatic" "Front-Wheel Drive" 6 3.5 "Regular" 34 21
34395 "Honda" "Accord Hybrid" 2014 "Midsize Cars" "Automatic" "Front-Wheel Drive" 4 2 "Regular" 45 50
33557 "Honda" "Accord Plug-in Hybrid" 2014 "Midsize Cars" "Automatic" "Front-Wheel Drive" 4 2 "Regular Gas and Electricity" 46 47
34426 "Honda" "CR-Z" 2014 "Two Seaters" "Automatic" "Front-Wheel Drive" 4 1.5 "Regular" 39 36
34427 "Honda" "CR-Z" 2014 "Two Seaters" "Manual" "Front-Wheel Drive" 4 1.5 "Regular" 38 31
34772 "Honda" "Civic" 2014 "Compact Cars" "Automatic" "Front-Wheel Drive" 4 1.8 "Regular" 39 30
34773 "Honda" "Civic" 2014 "Compact Cars" "Manual" "Front-Wheel Drive" 4 2.4 "Premium" 31 22
34784 "Honda" "Civic" 2014 "Compact Cars" "Automatic" "Front-Wheel Drive" 4 1.8 "Regular" 38 29
34785 "Honda" "Civic" 2014 "Compact Cars" "Manual" "Front-Wheel Drive" 4 1.8 "Regular" 36 28
34774 "Honda" "Civic HF" 2014 "Compact Cars" "Automatic" "Front-Wheel Drive" 4 1.8 "Regular" 41 31
34719 "Honda" "Civic Hybrid" 2014 "Compact Cars" "Automatic" "Front-Wheel Drive" 4 1.5 "Regular" 47 44
34728 "Honda" "Civic Natural Gas" 2014 "Compact Cars" "Automatic" "Front-Wheel Drive" 4 1.8 "CNG" 38 27
33905 "Honda" "Fit EV" 2014 "Station Wagons" "Automatic" "Front-Wheel Drive" NA NA "Electricity" 105 132
34337 "Honda" "Insight" 2014 "Compact Cars" "Automatic" "Front-Wheel Drive" 4 1.3 "Regular" 44 41
34338 "Honda" "Insight" 2014 "Compact Cars" "Automatic" "Front-Wheel Drive" 4 1.3 "Regular" 44 41
34588 "Hyundai" "Accent" 2014 "Compact Cars" "Automatic" "Front-Wheel Drive" 4 1.6 "Regular" 37 27
34589 "Hyundai" "Accent" 2014 "Compact Cars" "Manual" "Front-Wheel Drive" 4 1.6 "Regular" 38 27
34562 "Hyundai" "Azera" 2014 "Large Cars" "Automatic" "Front-Wheel Drive" 6 3.3 "Regular" 29 19
34599 "Hyundai" "Elantra" 2014 "Midsize Cars" "Automatic" "Front-Wheel Drive" 4 1.8 "Regular" 38 28
34601 "Hyundai" "Elantra" 2014 "Midsize Cars" "Manual" "Front-Wheel Drive" 4 1.8 "Regular" 37 27
34602 "Hyundai" "Elantra" 2014 "Midsize Cars" "Automatic" "Front-Wheel Drive" 4 2 "Regular" 35 24
34603 "Hyundai" "Elantra" 2014 "Midsize Cars" "Manual" "Front-Wheel Drive" 4 2 "Regular" 34 24
34604 "Hyundai" "Elantra Coupe" 2014 "Midsize Cars" "Automatic" "Front-Wheel Drive" 4 2 "Regular" 34 24
34560 "Hyundai" "Elantra GT" 2014 "Midsize Cars" "Automatic" "Front-Wheel Drive" 4 2 "Regular" 33 24
34561 "Hyundai" "Elantra GT" 2014 "Midsize Cars" "Manual" "Front-Wheel Drive" 4 2 "Regular" 34 24
34600 "Hyundai" "Elantra Limited" 2014 "Midsize Cars" "Automatic" "Front-Wheel Drive" 4 1.8 "Regular" 37 27
33585 "Hyundai" "Equus" 2014 "Large Cars" "Automatic" "Rear-Wheel Drive" 8 5 "Premium" 23 15
34563 "Hyundai" "Genesis" 2014 "Large Cars" "Automatic" "Rear-Wheel Drive" 6 3.8 "Regular" 27 18
34584 "Hyundai" "Genesis Coupe" 2014 "Subcompact Cars" "Automatic" "Rear-Wheel Drive" 4 2 "Premium" 27 17
34585 "Hyundai" "Genesis Coupe" 2014 "Subcompact Cars" "Manual" "Rear-Wheel Drive" 4 2 "Premium" 27 19
34586 "Hyundai" "Genesis Coupe" 2014 "Subcompact Cars" "Automatic" "Rear-Wheel Drive" 6 3.8 "Premium" 25 16
34587 "Hyundai" "Genesis Coupe" 2014 "Subcompact Cars" "Manual" "Rear-Wheel Drive" 6 3.8 "Premium" 24 16
34564 "Hyundai" "Genesis R Spec" 2014 "Large Cars" "Automatic" "Rear-Wheel Drive" 8 5 "Premium" 23 15
34456 "Hyundai" "Sonata" 2014 "Large Cars" "Automatic" "Front-Wheel Drive" 4 2.4 "Regular" 35 24
34490 "Hyundai" "Sonata" 2014 "Large Cars" "Automatic" "Front-Wheel Drive" 4 2 "Regular" 32 21
34597 "Hyundai" "Sonata Hybrid" 2014 "Midsize Cars" "Automatic" "Front-Wheel Drive" 4 2.4 "Regular" 40 36
34598 "Hyundai" "Sonata Hybrid Limited" 2014 "Midsize Cars" "Automatic" "Front-Wheel Drive" 4 2.4 "Regular" 40 36
34553 "Hyundai" "Veloster" 2014 "Compact Cars" "Automatic" "Front-Wheel Drive" 4 1.6 "Regular" 31 24
34554 "Hyundai" "Veloster" 2014 "Compact Cars" "Manual" "Front-Wheel Drive" 4 1.6 "Regular" 33 24
34590 "Hyundai" "Veloster" 2014 "Compact Cars" "Automatic" "Front-Wheel Drive" 4 1.6 "Regular" 36 28
34591 "Hyundai" "Veloster" 2014 "Compact Cars" "Manual" "Front-Wheel Drive" 4 1.6 "Regular" 35 26
33938 "Infiniti" "Q50" 2014 "Midsize Cars" "Automatic" "Rear-Wheel Drive" 6 3.7 "Premium" 29 20
33940 "Infiniti" "Q50 AWD" 2014 "Midsize Cars" "Automatic" "All-Wheel Drive" 6 3.7 "Premium" 27 19
34059 "Infiniti" "Q50 Hybrid" 2014 "Compact Cars" "Automatic" "Rear-Wheel Drive" 6 3.5 "Premium" 36 29
34061 "Infiniti" "Q50 Hybrid AWD" 2014 "Compact Cars" "Automatic" "All-Wheel Drive" 6 3.5 "Premium" 35 28
34060 "Infiniti" "Q50S Hybrid" 2014 "Compact Cars" "Automatic" "Rear-Wheel Drive" 6 3.5 "Premium" 34 28
34062 "Infiniti" "Q50S Hybrid AWD" 2014 "Compact Cars" "Automatic" "All-Wheel Drive" 6 3.5 "Premium" 31 27
33937 "Infiniti" "Q50a" 2014 "Midsize Cars" "Automatic" "Rear-Wheel Drive" 6 3.7 "Premium" 30 20
33939 "Infiniti" "Q50a AWD" 2014 "Midsize Cars" "Automatic" "All-Wheel Drive" 6 3.7 "Premium" 27 19
34132 "Infiniti" "Q60 AWD Coupe" 2014 "Subcompact Cars" "Automatic" "All-Wheel Drive" 6 3.7 "Premium" 25 18
34133 "Infiniti" "Q60 Convertible" 2014 "Subcompact Cars" "Automatic" "Rear-Wheel Drive" 6 3.7 "Premium" 26 18
34134 "Infiniti" "Q60 Convertible" 2014 "Subcompact Cars" "Manual" "Rear-Wheel Drive" 6 3.7 "Premium" 24 16
34135 "Infiniti" "Q60 Coupe" 2014 "Subcompact Cars" "Automatic" "Rear-Wheel Drive" 6 3.7 "Premium" 27 19
34136 "Infiniti" "Q60 Coupe" 2014 "Subcompact Cars" "Manual" "Rear-Wheel Drive" 6 3.7 "Premium" 25 17
34605 "Infiniti" "Q70" 2014 "Midsize Cars" "Automatic" "Rear-Wheel Drive" 8 5.6 "Premium" 24 16
34608 "Infiniti" "Q70" 2014 "Midsize Cars" "Automatic" "Rear-Wheel Drive" 6 3.7 "Premium" 26 18
34606 "Infiniti" "Q70 AWD" 2014 "Midsize Cars" "Automatic" "All-Wheel Drive" 8 5.6 "Premium" 23 16
34609 "Infiniti" "Q70 AWD" 2014 "Midsize Cars" "Automatic" "All-Wheel Drive" 6 3.7 "Premium" 24 17
34607 "Infiniti" "Q70 Hybrid" 2014 "Midsize Cars" "Automatic" "Rear-Wheel Drive" 6 3.5 "Premium" 34 29
34145 "Infiniti" "QX50" 2014 "Station Wagons" "Automatic" "Rear-Wheel Drive" 6 3.7 "Premium" 25 17
34146 "Infiniti" "QX50 AWD" 2014 "Station Wagons" "Automatic" "All-Wheel Drive" 6 3.7 "Premium" 24 17
33615 "Jaguar" "F-Type Convertible" 2014 "Two Seaters" "Automatic" "Rear-Wheel Drive" 6 3 "Premium" 28 20
33616 "Jaguar" "F-Type S Convertible" 2014 "Two Seaters" "Automatic" "Rear-Wheel Drive" 6 3 "Premium" 27 19
33559 "Jaguar" "F-Type V8 S Convertible" 2014 "Two Seaters" "Automatic" "Rear-Wheel Drive" 8 5 "Premium" 23 16
34091 "Jaguar" "XF" 2014 "Midsize Cars" "Automatic" "Rear-Wheel Drive" 4 2 "Premium" 30 19
34188 "Jaguar" "XF" 2014 "Midsize Cars" "Automatic" "Rear-Wheel Drive" 8 5 "Premium" 23 15
34189 "Jaguar" "XF AWD" 2014 "Midsize Cars" "Automatic" "All-Wheel Drive" 6 3 "Premium" 26 16
34347 "Jaguar" "XF FFV" 2014 "Midsize Cars" "Automatic" "Rear-Wheel Drive" 8 5 "Premium or E85" 23 15
34348 "Jaguar" "XF FFV" 2014 "Midsize Cars" "Automatic" "Rear-Wheel Drive" 6 3 "Premium or E85" 28 17
34216 "Jaguar" "XJ" 2014 "Large Cars" "Automatic" "Rear-Wheel Drive" 8 5 "Premium" 23 15
34218 "Jaguar" "XJ AWD" 2014 "Large Cars" "Automatic" "All-Wheel Drive" 6 3 "Premium" 24 16
34350 "Jaguar" "XJ FFV" 2014 "Large Cars" "Automatic" "Rear-Wheel Drive" 8 5 "Premium or E85" 23 15
34352 "Jaguar" "XJ FFV" 2014 "Large Cars" "Automatic" "Rear-Wheel Drive" 6 3 "Premium or E85" 27 18
34217 "Jaguar" "XJL" 2014 "Large Cars" "Automatic" "Rear-Wheel Drive" 8 5 "Premium" 23 15
34219 "Jaguar" "XJL AWD" 2014 "Large Cars" "Automatic" "All-Wheel Drive" 6 3 "Premium" 24 16
34351 "Jaguar" "XJL FFV" 2014 "Large Cars" "Automatic" "Rear-Wheel Drive" 8 5 "Premium or E85" 23 15
34353 "Jaguar" "XJL FFV" 2014 "Large Cars" "Automatic" "Rear-Wheel Drive" 6 3 "Premium or E85" 27 17
33565 "Jaguar" "XK" 2014 "Minicompact Cars" "Automatic" "Rear-Wheel Drive" 8 5 "Premium" 22 15
33603 "Jaguar" "XK" 2014 "Minicompact Cars" "Automatic" "Rear-Wheel Drive" 8 5 "Premium" 24 16
33564 "Jaguar" "XK Convertible" 2014 "Minicompact Cars" "Automatic" "Rear-Wheel Drive" 8 5 "Premium" 22 16
33604 "Jaguar" "XK Convertible" 2014 "Minicompact Cars" "Automatic" "Rear-Wheel Drive" 8 5 "Premium" 22 15
33492 "Kia" "Cadenza" 2014 "Large Cars" "Automatic" "Front-Wheel Drive" 6 3.3 "Regular" 28 19
33489 "Kia" "Forte" 2014 "Midsize Cars" "Automatic" "Front-Wheel Drive" 4 2 "Regular" 36 24
33490 "Kia" "Forte" 2014 "Midsize Cars" "Manual" "Front-Wheel Drive" 4 2 "Regular" 35 24
33519 "Kia" "Forte" 2014 "Midsize Cars" "Automatic" "Front-Wheel Drive" 4 1.8 "Regular" 36 25
33520 "Kia" "Forte" 2014 "Midsize Cars" "Manual" "Front-Wheel Drive" 4 1.8 "Regular" 37 25
34617 "Kia" "Forte 5" 2014 "Large Cars" "Automatic" "Front-Wheel Drive" 4 1.6 "Regular" 29 21
34618 "Kia" "Forte 5" 2014 "Large Cars" "Manual" "Front-Wheel Drive" 4 1.6 "Regular" 29 21
34619 "Kia" "Forte 5" 2014 "Large Cars" "Automatic" "Front-Wheel Drive" 4 2 "Regular" 34 24
34620 "Kia" "Forte 5" 2014 "Large Cars" "Manual" "Front-Wheel Drive" 4 2 "Regular" 34 24
33518 "Kia" "Forte Eco" 2014 "Midsize Cars" "Automatic" "Front-Wheel Drive" 4 1.8 "Regular" 35 26
34592 "Kia" "Forte Koup" 2014 "Compact Cars" "Automatic" "Front-Wheel Drive" 4 1.6 "Regular" 30 22
34593 "Kia" "Forte Koup" 2014 "Compact Cars" "Manual" "Front-Wheel Drive" 4 1.6 "Regular" 29 22
34594 "Kia" "Forte Koup" 2014 "Compact Cars" "Automatic" "Front-Wheel Drive" 4 2 "Regular" 34 25
34595 "Kia" "Forte Koup" 2014 "Compact Cars" "Manual" "Front-Wheel Drive" 4 2 "Regular" 33 24
34435 "Kia" "Optima" 2014 "Midsize Cars" "Automatic" "Front-Wheel Drive" 4 2 "Regular" 31 20
34436 "Kia" "Optima" 2014 "Midsize Cars" "Automatic" "Front-Wheel Drive" 4 2.4 "Regular" 34 23
34610 "Kia" "Optima Hybrid" 2014 "Midsize Cars" "Automatic" "Front-Wheel Drive" 4 2.4 "Regular" 40 36
34611 "Kia" "Optima Hybrid EX" 2014 "Midsize Cars" "Automatic" "Front-Wheel Drive" 4 2.4 "Regular" 39 35
34556 "Kia" "Rio" 2014 "Compact Cars" "Automatic" "Front-Wheel Drive" 4 1.6 "Regular" 37 27
34557 "Kia" "Rio" 2014 "Compact Cars" "Manual" "Front-Wheel Drive" 4 1.6 "Regular" 37 27
34555 "Kia" "Rio Eco" 2014 "Compact Cars" "Automatic" "Front-Wheel Drive" 4 1.6 "Regular" 37 28
34491 "Kia" "Soul" 2014 "Station Wagons" "Automatic" "Front-Wheel Drive" 4 1.6 "Regular" 30 24
34492 "Kia" "Soul" 2014 "Station Wagons" "Manual" "Front-Wheel Drive" 4 1.6 "Regular" 30 24
34494 "Kia" "Soul" 2014 "Station Wagons" "Automatic" "Front-Wheel Drive" 4 2 "Regular" 31 23
